product_id,Avg_Tool_Wear
L51330,71.0
L51335,85.0
L51337,90.0
L51338,92.0
L51342,105.0
L51343,107.0
L51344,109.0
L51348,122.0
L51349,124.0
L51352,132.0
L51354,137.0
L51355,139.0
L51357,144.0
L51358,146.0
L51359,148.0
L51360,150.0
L51362,155.0
L51363,157.0
L51364,159.0
L51365,161.0
L51369,172.0
L51371,179.0
L51373,184.0
L51374,186.0
L51375,188.0
L51377,193.0
L51380,201.0
L51381,203.0
L51382,205.0
L51385,213.0
L51390,6.0
L51391,8.0
L51393,13.0
L51394,15.0
L51396,20.0
L51397,22.0
L51399,27.0
L51401,32.0
L51403,37.0
L51404,39.0
L51405,41.0
L51406,43.0
L51407,45.0
L51408,47.0
L51410,52.0
L51411,54.0
L51412,56.0
L51415,66.0
L51416,68.0
L51417,70.0
L51419,75.0
L51420,77.0
L51421,79.0
L51422,81.0
L51424,86.0
L51426,91.0
L51427,93.0
L51428,95.0
L51429,97.0
L51430,99.0
L51434,114.0
L51439,128.0
L51441,135.0
L51442,137.0
L51443,139.0
L51445,144.0
L51446,146.0
L51447,148.0
L51448,150.0
L51449,152.0
L51450,154.0
L51451,156.0
L51452,158.0
L51453,160.0
L51454,162.0
L51457,170.0
L51458,172.0
L51459,174.0
L51460,176.0
L51461,178.0
L51462,180.0
L51464,185.0
L51465,187.0
L51470,201.0
L51471,203.0
L51473,208.0
L51475,213.0
L51476,215.0
L51479,3.0
L51481,8.0
L51482,10.0
L51483,12.0
L51484,14.0
L51485,16.0
L51486,18.0
L51487,20.0
L51490,30.0
L51492,35.0
L51493,37.0
L51496,47.0
L51498,52.0
L51500,57.0
L51501,59.0
L51503,64.0
L51504,66.0
L51505,68.0
L51506,70.0
L51508,77.0
L51509,79.0
L51510,81.0
L51513,89.0
L51514,91.0
L51515,93.0
L51517,100.0
L51518,102.0
L51519,104.0
L51521,109.0
L51523,114.0
L51526,124.0
L51528,131.0
L51529,133.0
L51531,138.0
L51532,140.0
L51534,145.0
L51536,152.0
L51537,154.0
L51540,164.0
L51542,169.0
L51545,181.0
L51546,183.0
L51548,190.0
L51550,197.0
L51551,199.0
L51554,207.0
L51555,209.0
L51560,223.0
L51561,225.0
L51562,227.0
L51563,229.0
L51564,231.0
L51565,233.0
L51566,0.0
L51567,2.0
L51568,4.0
L51572,15.0
L51574,20.0
L51575,22.0
L51577,29.0
L51579,34.0
L51580,36.0
L51583,48.0
L51585,53.0
L51586,55.0
L51587,57.0
L51588,59.0
L51590,64.0
L51591,66.0
L51592,68.0
L51594,73.0
L51595,75.0
L51597,80.0
L51598,82.0
L51601,92.0
L51605,103.0
L51606,105.0
L51608,110.0
L51612,125.0
L51614,132.0
L51615,134.0
L51617,139.0
L51618,141.0
L51620,146.0
L51621,148.0
L51622,150.0
L51623,152.0
L51624,154.0
L51625,156.0
L51626,158.0
L51628,163.0
L51630,168.0
L51631,170.0
L51633,175.0
L51634,177.0
L51636,184.0
L51638,189.0
L51639,191.0
L51640,193.0
L51641,195.0
L51642,197.0
L51643,199.0
L51644,201.0
L51645,203.0
L51646,205.0
L51647,207.0
L51648,209.0
L51649,211.0
L51650,0.0
L51651,2.0
L51652,4.0
L51653,6.0
L51654,8.0
L51655,10.0
L51656,12.0
L51657,14.0
L51658,16.0
L51659,18.0
L51663,33.0
L51665,38.0
L51667,43.0
L51669,48.0
L51670,50.0
L51673,60.0
L51675,67.0
L51677,72.0
L51680,84.0
L51681,86.0
L51682,88.0
L51684,93.0
L51685,95.0
L51687,100.0
L51688,102.0
L51689,104.0
L51690,106.0
L51691,108.0
L51693,113.0
L51694,115.0
L51695,117.0
L51696,119.0
L51697,121.0
L51698,123.0
L51699,125.0
L51700,127.0
L51701,129.0
L51703,134.0
L51706,142.0
L51708,147.0
L51710,152.0
L51711,154.0
L51714,164.0
L51715,166.0
L51716,168.0
L51717,170.0
L51718,172.0
L51719,174.0
L51721,179.0
L51724,187.0
L51725,189.0
L51728,197.0
L51729,199.0
L51733,0.0
L51734,2.0
L51735,4.0
L51737,9.0
L51738,11.0
L51739,13.0
L51740,15.0
L51741,17.0
L51742,19.0
L51743,21.0
L51744,23.0
L51746,30.0
L51749,38.0
L51750,40.0
L51751,42.0
L51757,61.0
L51758,63.0
L51759,65.0
L51760,67.0
L51761,69.0
L51762,71.0
L51764,76.0
L51765,78.0
L51766,80.0
L51768,85.0
L51769,87.0
L51770,89.0
L51772,96.0
L51773,98.0
L51776,106.0
L51778,111.0
L51779,113.0
L51780,115.0
L51784,128.0
L51786,135.0
L51787,137.0
L51789,142.0
L51790,144.0
L51791,146.0
L51792,148.0
L51793,150.0
L51795,157.0
L51796,159.0
L51800,172.0
L51801,174.0
L51803,179.0
L51805,184.0
L51806,186.0
L51809,194.0
L51810,196.0
L51811,198.0
L51813,203.0
L51814,205.0
L51816,210.0
L51818,215.0
L51819,217.0
L51820,219.0
L51822,226.0
L51823,228.0
L51824,230.0
L51825,232.0
L51826,234.0
L51827,0.0
L51828,2.0
L51830,7.0
L51831,9.0
L51832,11.0
L51835,19.0
L51836,21.0
L51837,23.0
L51838,25.0
L51840,30.0
L51841,32.0
L51843,39.0
L51850,63.0
L51851,65.0
L51852,67.0
L51853,69.0
L51854,71.0
L51856,78.0
L51859,90.0
L51860,92.0
L51862,97.0
L51863,99.0
L51867,110.0
L51868,112.0
L51871,120.0
L51874,128.0
L51875,130.0
L51876,132.0
L51878,137.0
L51879,139.0
L51880,141.0
L51882,148.0
L51884,153.0
L51885,155.0
L51886,157.0
L51887,159.0
L51888,161.0
L51890,166.0
L51892,171.0
L51893,173.0
L51895,180.0
L51896,182.0
L51898,187.0
L51901,195.0
L51903,200.0
L51904,202.0
L51908,213.0
L51909,215.0
L51910,217.0
L51911,219.0
L51912,221.0
L51913,223.0
L51914,225.0
L51915,227.0
L51916,0.0
L51919,8.0
L51920,10.0
L51921,12.0
L51922,14.0
L51923,16.0
L51924,18.0
L51926,25.0
L51927,27.0
L51928,29.0
L51929,31.0
L51931,36.0
L51935,51.0
L51937,58.0
L51938,60.0
L51939,62.0
L51940,64.0
L51943,74.0
L51945,79.0
L51947,84.0
L51948,86.0
L51950,93.0
L51953,101.0
L51954,103.0
L51955,105.0
L51956,107.0
L51959,117.0
L51960,119.0
L51961,121.0
L51962,123.0
L51963,125.0
L51964,127.0
L51966,134.0
L51967,136.0
L51969,143.0
L51970,145.0
L51974,160.0
L51975,162.0
L51976,164.0
L51977,166.0
L51978,168.0
L51979,170.0
L51981,175.0
L51983,180.0
L51984,182.0
L51985,184.0
L51987,191.0
L51988,193.0
L51989,195.0
L51992,203.0
L51994,208.0
L51996,215.0
L51997,0.0
L51999,5.0
L52001,10.0
L52002,12.0
L52003,14.0
L52004,16.0
L52005,18.0
L52006,20.0
L52007,22.0
L52008,24.0
L52009,26.0
L52010,28.0
L52011,30.0
L52012,32.0
L52013,34.0
L52016,42.0
L52020,59.0
L52023,67.0
L52027,78.0
L52030,88.0
L52031,90.0
L52032,92.0
L52033,94.0
L52034,96.0
L52035,98.0
L52037,103.0
L52038,105.0
L52039,107.0
L52041,112.0
L52042,114.0
L52044,119.0
L52046,124.0
L52047,126.0
L52048,128.0
L52049,130.0
L52051,135.0
L52052,137.0
L52054,142.0
L52055,144.0
L52058,152.0
L52062,165.0
L52066,180.0
L52067,182.0
L52068,184.0
L52069,186.0
L52070,188.0
L52072,193.0
L52079,219.0
L52080,221.0
L52082,226.0
L52083,0.0
L52085,7.0
L52089,20.0
L52091,25.0
L52092,27.0
L52098,48.0
L52099,50.0
L52100,52.0
L52101,54.0
L52105,67.0
L52106,69.0
L52108,74.0
L52109,76.0
L52110,78.0
L52112,83.0
L52114,90.0
L52115,92.0
L52116,94.0
L52117,96.0
L52119,101.0
L52120,103.0
L52122,108.0
L52125,118.0
L52127,123.0
L52131,134.0
L52133,139.0
L52134,141.0
L52138,152.0
L52139,154.0
L52140,156.0
L52141,158.0
L52143,163.0
L52144,165.0
L52146,170.0
L52147,172.0
L52149,177.0
L52150,179.0
L52151,181.0
L52153,188.0
L52154,190.0
L52155,192.0
L52156,194.0
L52157,196.0
L52158,198.0
L52162,209.0
L52163,211.0
L52164,213.0
L52166,0.0
L52168,5.0
L52169,7.0
L52170,9.0
L52172,14.0
L52173,16.0
L52175,21.0
L52180,35.0
L52182,40.0
L52183,42.0
L52184,44.0
L52187,52.0
L52189,59.0
L52190,61.0
L52194,72.0
L52195,74.0
L52196,76.0
L52197,78.0
L52200,86.0
L52201,88.0
L52202,90.0
L52204,95.0
L52206,100.0
L52207,102.0
L52213,119.0
L52216,127.0
L52218,132.0
L52221,144.0
L52222,146.0
L52223,148.0
L52224,150.0
L52231,176.0
L52232,178.0
L52233,180.0
L52234,182.0
L52237,192.0
L52238,194.0
L52239,196.0
L52240,198.0
L52241,200.0
L52242,202.0
L52244,5.0
L52245,7.0
L52246,9.0
L52252,28.0
L52254,33.0
L52255,35.0
L52256,37.0
L52257,39.0
L52260,47.0
L52263,57.0
L52264,59.0
L52266,64.0
L52268,69.0
L52271,77.0
L52277,96.0
L52278,98.0
L52279,100.0
L52283,111.0
L52284,113.0
L52285,115.0
L52286,117.0
L52287,119.0
L52288,121.0
L52291,129.0
L52293,134.0
L52296,142.0
L52297,144.0
L52299,149.0
L52301,154.0
L52306,170.0
L52308,175.0
L52310,180.0
L52311,182.0
L52312,184.0
L52313,186.0
L52314,188.0
L52315,190.0
L52316,192.0
L52317,194.0
L52321,205.0
L52322,0.0
L52324,5.0
L52325,7.0
L52326,9.0
L52327,11.0
L52328,13.0
L52329,15.0
L52330,17.0
L52331,19.0
L52332,21.0
L52333,23.0
L52334,25.0
L52336,32.0
L52338,39.0
L52339,41.0
L52340,43.0
L52342,48.0
L52345,56.0
L52347,63.0
L52349,70.0
L52352,78.0
L52355,86.0
L52360,104.0
L52361,106.0
L52362,108.0
L52364,113.0
L52365,115.0
L52366,117.0
L52367,119.0
L52368,121.0
L52370,126.0
L52371,128.0
L52372,130.0
L52375,140.0
L52378,152.0
L52379,154.0
L52380,156.0
L52382,161.0
L52384,166.0
L52385,168.0
L52388,178.0
L52390,183.0
L52391,185.0
L52392,187.0
L52394,192.0
L52398,203.0
L52399,205.0
L52400,207.0
L52401,209.0
L52402,0.0
L52404,5.0
L52406,10.0
L52407,12.0
L52411,25.0
L52412,27.0
L52413,29.0
L52414,31.0
L52416,36.0
L52417,38.0
L52418,40.0
L52419,42.0
L52420,44.0
L52421,46.0
L52422,48.0
L52423,50.0
L52424,52.0
L52425,54.0
L52426,56.0
L52427,58.0
L52430,66.0
L52432,71.0
L52433,73.0
L52434,75.0
L52436,80.0
L52437,82.0
L52439,87.0
L52441,92.0
L52442,94.0
L52443,96.0
L52444,98.0
L52448,109.0
L52449,111.0
L52450,113.0
L52451,115.0
L52453,120.0
L52454,122.0
L52455,124.0
L52456,126.0
L52457,128.0
L52459,133.0
L52460,135.0
L52463,145.0
L52465,150.0
L52466,152.0
L52468,159.0
L52470,164.0
L52471,166.0
L52474,174.0
L52475,176.0
L52477,183.0
L52479,188.0
L52481,193.0
L52482,195.0
L52483,197.0
L52484,199.0
L52487,211.0
L52488,213.0
L52490,0.0
L52492,7.0
L52494,12.0
L52495,14.0
L52497,19.0
L52498,21.0
L52500,26.0
L52505,40.0
L52509,51.0
L52510,53.0
L52511,55.0
L52516,71.0
L52520,82.0
L52523,92.0
L52524,94.0
L52525,96.0
L52526,98.0
L52527,100.0
L52528,102.0
L52533,116.0
L52534,118.0
L52537,130.0
L52540,140.0
L52541,142.0
L52542,144.0
L52543,146.0
L52544,148.0
L52545,150.0
L52551,173.0
L52554,183.0
L52555,185.0
L52557,192.0
L52558,194.0
L52559,196.0
L52560,198.0
L52561,200.0
L52562,202.0
L52563,204.0
L52566,214.0
L52567,216.0
L52569,221.0
L52571,228.0
L52572,230.0
L52573,232.0
L52575,237.0
L52576,239.0
L52578,244.0
L52580,251.0
L52582,0.0
L52583,2.0
L52585,9.0
L52586,11.0
L52587,13.0
L52588,15.0
L52589,17.0
L52591,22.0
L52592,24.0
L52594,31.0
L52596,36.0
L52597,38.0
L52598,40.0
L52599,42.0
L52600,44.0
L52603,52.0
L52604,54.0
L52605,56.0
L52606,58.0
L52607,60.0
L52608,62.0
L52609,64.0
L52610,66.0
L52611,68.0
L52612,70.0
L52613,72.0
L52614,74.0
L52618,85.0
L52619,87.0
L52622,97.0
L52624,102.0
L52626,107.0
L52627,109.0
L52628,111.0
L52629,113.0
L52631,120.0
L52633,125.0
L52634,127.0
L52638,138.0
L52639,140.0
L52642,148.0
L52643,150.0
L52645,155.0
L52647,160.0
L52648,162.0
L52651,170.0
L52652,172.0
L52653,174.0
L52655,179.0
L52657,184.0
L52658,186.0
L52661,196.0
L52662,198.0
L52665,206.0
L52666,208.0
L52668,213.0
L52669,215.0
L52670,0.0
L52673,8.0
L52674,10.0
L52680,31.0
L52681,33.0
L52682,35.0
L52684,42.0
L52685,44.0
L52686,46.0
L52687,48.0
L52688,50.0
L52689,52.0
L52690,54.0
L52691,56.0
L52692,58.0
L52694,63.0
L52696,70.0
L52697,72.0
L52699,77.0
L52701,82.0
L52702,84.0
L52704,89.0
L52706,94.0
L52708,99.0
L52712,110.0
L52713,112.0
L52715,117.0
L52717,122.0
L52720,132.0
L52721,134.0
L52722,136.0
L52723,138.0
L52724,140.0
L52726,147.0
L52728,152.0
L52733,172.0
L52735,177.0
L52738,187.0
L52740,192.0
L52742,197.0
L52744,202.0
L52745,204.0
L52746,206.0
L52748,3.0
L52749,5.0
L52751,10.0
L52752,12.0
L52753,14.0
L52754,16.0
L52757,28.0
L52758,30.0
L52759,32.0
L52762,40.0
L52763,42.0
L52764,44.0
L52767,52.0
L52771,63.0
L52772,65.0
L52773,67.0
L52774,69.0
L52777,77.0
L52778,79.0
L52780,84.0
L52781,86.0
L52782,88.0
L52783,90.0
L52784,92.0
L52785,94.0
L52786,96.0
L52790,107.0
L52792,112.0
L52796,125.0
L52797,127.0
L52799,132.0
L52800,134.0
L52802,139.0
L52803,141.0
L52805,146.0
L52807,153.0
L52808,155.0
L52809,157.0
L52811,162.0
L52812,164.0
L52813,166.0
L52815,171.0
L52816,173.0
L52818,178.0
L52819,180.0
L52820,182.0
L52821,184.0
L52822,186.0
L52823,188.0
L52824,190.0
L52828,203.0
L52830,208.0
L52832,213.0
L52833,215.0
L52834,0.0
L52835,2.0
L52837,7.0
L52840,15.0
L52841,17.0
L52842,19.0
L52845,27.0
L52846,29.0
L52847,31.0
L52850,39.0
L52853,51.0
L52856,59.0
L52857,61.0
L52861,72.0
L52865,87.0
L52866,89.0
L52867,91.0
L52869,96.0
L52870,98.0
L52871,100.0
L52874,108.0
L52875,110.0
L52877,117.0
L52878,119.0
L52879,121.0
L52880,123.0
L52882,128.0
L52884,135.0
L52885,137.0
L52886,139.0
L52887,141.0
L52888,143.0
L52889,145.0
L52891,152.0
L52892,154.0
L52893,156.0
L52894,158.0
L52896,165.0
L52897,167.0
L52898,169.0
L52899,171.0
L52900,173.0
L52902,178.0
L52904,183.0
L52910,200.0
L52911,202.0
L52912,204.0
L52913,206.0
L52914,208.0
L52915,210.0
L52917,215.0
L52918,0.0
L52922,11.0
L52925,21.0
L52927,26.0
L52930,36.0
L52933,48.0
L52934,50.0
L52935,52.0
L52937,57.0
L52938,59.0
L52939,61.0
L52941,66.0
L52942,68.0
L52944,75.0
L52945,77.0
L52948,85.0
L52949,87.0
L52950,89.0
L52951,91.0
L52952,93.0
L52954,100.0
L52955,102.0
L52956,104.0
L52957,106.0
L52959,111.0
L52960,113.0
L52962,118.0
L52965,128.0
L52966,130.0
L52967,132.0
L52968,134.0
L52973,148.0
L52976,156.0
L52977,158.0
L52978,160.0
L52979,162.0
L52980,164.0
L52981,166.0
L52982,168.0
L52983,170.0
L52984,172.0
L52986,177.0
L52988,182.0
L52990,189.0
L52991,191.0
L52992,193.0
L52993,195.0
L52995,200.0
L52996,202.0
L52997,204.0
L52998,206.0
L52999,208.0
L53000,210.0
L53001,212.0
L53003,217.0
L53004,219.0
L53005,221.0
L53007,0.0
L53008,2.0
L53011,10.0
L53012,12.0
L53013,14.0
L53014,16.0
L53015,18.0
L53016,20.0
L53022,37.0
L53023,39.0
L53024,41.0
L53026,46.0
L53027,48.0
L53028,50.0
L53030,55.0
L53031,57.0
L53033,64.0
L53034,66.0
L53037,76.0
L53038,78.0
L53039,80.0
L53040,82.0
L53041,84.0
L53042,86.0
L53046,97.0
L53047,99.0
L53048,101.0
L53049,103.0
L53050,105.0
L53051,107.0
L53056,121.0
L53057,123.0
L53058,125.0
L53059,127.0
L53060,129.0
L53061,131.0
L53062,133.0
L53063,135.0
L53065,140.0
L53066,142.0
L53070,155.0
L53071,157.0
L53072,159.0
L53074,164.0
L53076,169.0
L53078,174.0
L53081,184.0
L53082,186.0
L53083,188.0
L53086,198.0
L53094,14.0
L53096,19.0
L53097,21.0
L53098,23.0
L53099,25.0
L53100,27.0
L53101,29.0
L53102,31.0
L53104,36.0
L53106,41.0
L53107,43.0
L53109,48.0
L53110,50.0
L53111,52.0
L53112,54.0
L53113,56.0
L53115,63.0
L53118,71.0
L53119,73.0
L53121,78.0
L53122,80.0
L53123,82.0
L53126,90.0
L53128,95.0
L53130,100.0
L53131,102.0
L53132,104.0
L53134,109.0
L53135,111.0
L53136,113.0
L53137,115.0
L53138,117.0
L53139,119.0
L53140,121.0
L53141,123.0
L53142,125.0
L53146,142.0
L53147,144.0
L53148,146.0
L53150,151.0
L53151,153.0
L53152,155.0
L53153,157.0
L53154,159.0
L53157,171.0
L53158,173.0
L53162,186.0
L53165,198.0
L53166,200.0
L53167,202.0
L53169,209.0
L53171,214.0
L53172,216.0
L53174,221.0
L53175,223.0
L53182,8.0
L53183,10.0
L53184,12.0
L53185,14.0
L53188,22.0
L53189,24.0
L53191,31.0
L53193,38.0
L53196,48.0
L53197,50.0
L53199,55.0
L53200,57.0
L53201,59.0
L53202,61.0
L53204,66.0
L53205,68.0
L53206,70.0
L53208,75.0
L53210,80.0
L53211,82.0
L53212,84.0
L53213,86.0
L53217,97.0
L53218,99.0
L53219,101.0
L53225,118.0
L53226,120.0
L53231,136.0
L53232,138.0
L53233,140.0
L53235,147.0
L53236,149.0
L53237,151.0
L53239,156.0
L53240,158.0
L53243,168.0
L53244,170.0
L53245,172.0
L53246,174.0
L53247,176.0
L53249,181.0
L53250,183.0
L53255,197.0
L53256,199.0
L53257,201.0
L53258,203.0
L53260,208.0
L53261,210.0
L53262,212.0
L53263,214.0
L53265,3.0
L53266,5.0
L53268,10.0
L53269,12.0
L53270,14.0
L53271,16.0
L53272,18.0
L53273,20.0
L53281,47.0
L53282,49.0
L53283,51.0
L53286,59.0
L53287,61.0
L53290,69.0
L53292,74.0
L53295,82.0
L53296,84.0
L53297,86.0
L53299,91.0
L53301,96.0
L53302,98.0
L53303,100.0
L53305,105.0
L53306,107.0
L53307,109.0
L53308,111.0
L53310,116.0
L53312,123.0
L53313,125.0
L53314,127.0
L53315,129.0
L53319,142.0
L53320,144.0
L53321,146.0
L53322,148.0
L53328,165.0
L53330,170.0
L53331,172.0
L53333,177.0
L53335,182.0
L53336,184.0
L53337,186.0
L53338,188.0
L53339,190.0
L53340,192.0
L53341,194.0
L53342,196.0
L53343,198.0
L53345,205.0
L53349,218.0
L53351,225.0
L53352,227.0
L53353,0.0
L53354,2.0
L53355,4.0
L53356,6.0
L53357,8.0
L53358,10.0
L53360,15.0
L53361,17.0
L53362,19.0
L53364,26.0
L53365,28.0
L53367,33.0
L53368,35.0
L53370,40.0
L53372,47.0
L53373,49.0
L53374,51.0
L53375,53.0
L53376,55.0
L53377,57.0
L53379,62.0
L53380,64.0
L53382,69.0
L53383,71.0
L53387,82.0
L53389,87.0
L53390,89.0
L53391,91.0
L53392,93.0
L53393,95.0
L53394,97.0
L53395,99.0
L53396,101.0
L53400,116.0
L53404,129.0
L53407,139.0
L53408,141.0
L53409,143.0
L53412,151.0
L53413,153.0
L53414,155.0
L53415,157.0
L53417,162.0
L53418,164.0
L53419,166.0
L53421,171.0
L53422,173.0
L53423,175.0
L53425,180.0
L53427,187.0
L53428,189.0
L53429,191.0
L53430,193.0
L53432,198.0
L53433,200.0
L53434,202.0
L53435,204.0
L53436,206.0
L53437,0.0
L53440,8.0
L53441,10.0
L53442,12.0
L53444,17.0
L53445,19.0
L53446,21.0
L53447,23.0
L53448,25.0
L53450,30.0
L53453,38.0
L53455,43.0
L53456,45.0
L53457,47.0
L53458,49.0
L53459,51.0
L53463,62.0
L53466,70.0
L53468,75.0
L53469,77.0
L53470,79.0
L53472,84.0
L53474,91.0
L53476,98.0
L53478,103.0
L53479,105.0
L53480,107.0
L53482,112.0
L53484,119.0
L53486,124.0
L53487,126.0
L53489,131.0
L53490,133.0
L53491,135.0
L53493,140.0
L53496,148.0
L53497,150.0
L53499,155.0
L53501,160.0
L53503,165.0
L53505,170.0
L53506,172.0
L53507,174.0
L53508,176.0
L53516,201.0
L53518,206.0
L53519,208.0
L53523,6.0
L53525,13.0
L53526,15.0
L53527,17.0
L53528,19.0
L53529,21.0
L53530,23.0
L53531,25.0
L53532,27.0
L53534,32.0
L53535,34.0
L53537,39.0
L53539,44.0
L53540,46.0
L53542,51.0
L53547,65.0
L53550,75.0
L53551,77.0
L53554,87.0
L53556,94.0
L53557,96.0
L53558,98.0
L53559,100.0
L53560,102.0
L53561,104.0
L53562,106.0
L53565,118.0
L53566,120.0
L53570,135.0
L53572,140.0
L53573,142.0
L53576,150.0
L53578,155.0
L53580,160.0
L53583,168.0
L53585,173.0
L53586,175.0
L53588,180.0
L53589,182.0
L53590,184.0
L53592,189.0
L53593,191.0
L53595,196.0
L53597,203.0
L53600,0.0
L53601,2.0
L53602,4.0
L53605,12.0
L53606,14.0
L53607,16.0
L53610,24.0
L53611,26.0
L53613,31.0
L53615,36.0
L53616,38.0
L53617,40.0
L53618,42.0
L53619,44.0
L53620,46.0
L53621,48.0
L53622,50.0
L53623,52.0
L53625,57.0
L53627,62.0
L53629,69.0
L53630,71.0
L53631,73.0
L53632,75.0
L53633,77.0
L53634,79.0
L53635,81.0
L53636,83.0
L53637,85.0
L53640,93.0
L53641,95.0
L53646,113.0
L53647,115.0
L53648,117.0
L53650,122.0
L53651,124.0
L53655,139.0
L53656,141.0
L53657,143.0
L53658,145.0
L53659,147.0
L53660,149.0
L53661,151.0
L53662,153.0
L53663,155.0
L53665,162.0
L53666,164.0
L53668,171.0
L53670,176.0
L53671,178.0
L53673,183.0
L53674,185.0
L53676,190.0
L53677,192.0
L53679,199.0
L53682,207.0
L53685,215.0
L53687,0.0
L53689,7.0
L53690,9.0
L53693,17.0
L53694,19.0
L53695,21.0
L53697,28.0
L53699,35.0
L53701,40.0
L53702,42.0
L53704,47.0
L53705,49.0
L53706,51.0
L53707,53.0
L53708,55.0
L53709,57.0
L53713,74.0
L53714,76.0
L53716,83.0
L53718,88.0
L53719,90.0
L53721,95.0
L53722,97.0
L53723,99.0
L53727,110.0
L53728,112.0
L53730,119.0
L53731,121.0
L53732,123.0
L53733,125.0
L53736,135.0
L53740,148.0
L53741,150.0
L53743,155.0
L53744,157.0
L53745,159.0
L53746,161.0
L53748,166.0
L53750,171.0
L53752,176.0
L53754,181.0
L53756,186.0
L53757,188.0
L53758,190.0
L53759,192.0
L53760,194.0
L53761,196.0
L53762,198.0
L53764,203.0
L53766,208.0
L53768,213.0
L53770,3.0
L53771,5.0
L53773,10.0
L53774,12.0
L53777,20.0
L53778,22.0
L53779,24.0
L53782,32.0
L53787,48.0
L53789,53.0
L53790,55.0
L53792,62.0
L53793,64.0
L53794,66.0
L53795,68.0
L53797,73.0
L53802,87.0
L53804,92.0
L53806,97.0
L53808,102.0
L53809,104.0
L53812,112.0
L53814,117.0
L53815,119.0
L53818,129.0
L53819,131.0
L53820,133.0
L53821,135.0
L53822,137.0
L53824,142.0
L53826,147.0
L53827,149.0
L53828,151.0
L53830,156.0
L53834,169.0
L53835,171.0
L53837,176.0
L53838,178.0
L53839,180.0
L53843,193.0
L53844,195.0
L53845,197.0
L53846,199.0
L53848,206.0
L53849,208.0
L53850,210.0
L53851,212.0
L53852,214.0
L53853,216.0
L53854,218.0
L53855,220.0
L53856,222.0
L53857,224.0
L53859,3.0
L53860,5.0
L53861,7.0
L53862,9.0
L53863,11.0
L53864,13.0
L53865,15.0
L53866,17.0
L53867,19.0
L53868,21.0
L53869,23.0
L53870,25.0
L53876,42.0
L53877,44.0
L53878,46.0
L53881,56.0
L53886,70.0
L53887,72.0
L53889,77.0
L53890,79.0
L53891,81.0
L53893,88.0
L53894,90.0
L53895,92.0
L53896,94.0
L53898,99.0
L53900,104.0
L53901,106.0
L53902,108.0
L53904,113.0
L53906,118.0
L53907,120.0
L53908,122.0
L53911,132.0
L53912,134.0
L53915,142.0
L53916,144.0
L53919,154.0
L53920,156.0
L53923,166.0
L53929,185.0
L53932,193.0
L53933,195.0
L53934,197.0
L53936,202.0
L53937,204.0
L53938,206.0
L53939,208.0
L53940,0.0
L53941,2.0
L53942,4.0
L53944,9.0
L53945,11.0
L53947,16.0
L53949,23.0
L53952,31.0
L53953,33.0
L53955,40.0
L53956,42.0
L53957,44.0
L53960,52.0
L53962,57.0
L53963,59.0
L53965,64.0
L53966,66.0
L53971,82.0
L53972,84.0
L53973,86.0
L53974,88.0
L53975,90.0
L53978,98.0
L53981,106.0
L53984,114.0
L53986,119.0
L53987,121.0
L53988,123.0
L53989,125.0
L53990,127.0
L53991,129.0
L53992,131.0
L53995,141.0
L53996,143.0
L53999,151.0
L54000,153.0
L54004,164.0
L54005,166.0
L54006,168.0
L54008,173.0
L54011,183.0
L54013,188.0
L54014,190.0
L54015,192.0
L54018,202.0
L54019,204.0
L54020,206.0
L54022,211.0
L54023,213.0
L54027,6.0
L54029,11.0
L54033,24.0
L54034,26.0
L54037,34.0
L54038,36.0
L54040,41.0
L54043,51.0
L54044,53.0
L54045,55.0
L54047,60.0
L54048,62.0
L54049,64.0
L54051,71.0
L54052,73.0
L54053,75.0
L54056,85.0
L54061,103.0
L54062,105.0
L54063,107.0
L54064,109.0
L54065,111.0
L54067,116.0
L54071,129.0
L54072,131.0
L54073,133.0
L54074,135.0
L54077,143.0
L54079,148.0
L54080,150.0
L54081,152.0
L54082,154.0
L54087,168.0
L54088,170.0
L54089,172.0
L54090,174.0
L54091,176.0
L54093,181.0
L54095,188.0
L54097,193.0
L54098,195.0
L54099,197.0
L54101,202.0
L54102,204.0
L54103,206.0
L54104,208.0
L54107,5.0
L54108,7.0
L54112,18.0
L54113,20.0
L54114,22.0
L54115,24.0
L54116,26.0
L54118,33.0
L54121,43.0
L54123,48.0
L54126,56.0
L54128,61.0
L54131,71.0
L54132,73.0
L54133,75.0
L54135,80.0
L54137,85.0
L54138,87.0
L54139,89.0
L54140,91.0
L54145,107.0
L54146,109.0
L54148,114.0
L54150,119.0
L54152,124.0
L54153,126.0
L54154,128.0
L54156,133.0
L54157,135.0
L54158,137.0
L54159,139.0
L54160,141.0
L54162,148.0
L54166,161.0
L54167,163.0
L54168,165.0
L54170,170.0
L54171,172.0
L54172,174.0
L54174,179.0
L54181,199.0
L54183,206.0
L54184,208.0
L54187,8.0
L54188,10.0
L54189,12.0
L54191,17.0
L54192,19.0
L54195,29.0
L54196,31.0
L54199,39.0
L54200,41.0
L54202,48.0
L54204,53.0
L54206,60.0
L54207,62.0
L54209,67.0
L54210,69.0
L54211,71.0
L54212,73.0
L54215,83.0
L54216,85.0
L54217,87.0
L54218,89.0
L54220,96.0
L54221,98.0
L54222,100.0
L54227,114.0
L54228,116.0
L54229,118.0
L54230,120.0
L54231,122.0
L54235,139.0
L54237,144.0
L54238,146.0
L54239,148.0
